priceRange,alcohol,noiseLevel,attire,delivery,parking,waiterService,smoking,outdoorSeating,caters,goodForGroups,goodForKids
$$,full_bar,average,casual,No,garage,Yes,,No,No,Yes,
$$$,full_bar,average,casual,No,valet,Yes,,No,No,Yes,Yes
$$,beer_and_wine,average,casual,Yes,lot,Yes,,No,Yes,Yes,Yes
$,none,average,casual,Yes,street,No,,No,,No,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$$$,full_bar,quiet,dressy,No,valet,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,,No,No,Yes,
$$,none,,,,lot,,,,,,
$$,full_bar,average,,,lot,Yes,no,Yes,,Yes,
$,none,average,casual,No,,Yes,,,Yes,Yes,
$$,beer_and_wine,loud,casual,No,garage,Yes,,No,No,Yes,Yes
$,none,,casual,No,,,,,,Yes,
$,none,average,casual,,,Yes,,No,,Yes,
$,none,average,casual,Yes,lot,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$,none,average,casual,No,lot,,,No,No,Yes,Yes
$,none,,,,,,,,,,
$,none,average,casual,No,lot,Yes,,No,Yes,No,
$,none,average,casual,No,,Yes,,No,No,No,
$$,none,,,,street,,,Yes,,,
$$,full_bar,average,casual,Yes,,Yes,,No,,Yes,
$$$,full_bar,average,dressy,No,valet,Yes,,No,No,Yes,
$,full_bar,average,casual,Yes,lot,Yes,,No,,Yes,
$,none,quiet,casual,No,,,,Yes,,No,
$,none,quiet,casual,No,,Yes,,No,Yes,Yes,
$$,full_bar,loud,casual,No,,,,No,,Yes,
$$,beer_and_wine,average,casual,No,street,Yes,,No,No,Yes,
$,none,average,casual,Yes,,No,,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$,none,,,,lot,,,,,,
$$$,full_bar,quiet,casual,No,lot,Yes,outdoor,Yes,,Yes,
$$$,none,,,,,,,,,,
$$$,full_bar,loud,casual,No,valet,Yes,,No,No,Yes,
$$,none,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$,full_bar,quiet,,,,,yes,No,,Yes,
$$,none,quiet,casual,Yes,lot,No,,No,,No,
$$,none,average,casual,Yes,street,No,,No,Yes,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$,none,average,casual,No,lot,No,,Yes,No,No,
$,none,quiet,casual,No,street,No,,Yes,,Yes,
$$,none,,,,street,,,Yes,,,
$,full_bar,average,casual,Yes,garage,Yes,,Yes,,Yes,
$,none,average,casual,No,,No,,No,Yes,Yes,
$$,none,,,,lot,Yes,,Yes,,,
$,beer_and_wine,average,casual,No,lot,No,,No,Yes,Yes,
$,none,,,,lot,,,,,,
$$,none,quiet,casual,Yes,,Yes,,No,Yes,No,
$$,full_bar,average,casual,No,,,,No,,Yes,
$$,none,average,casual,No,,No,,No,No,Yes,
$,none,average,casual,No,street,No,,No,No,No,
$$,full_bar,loud,casual,No,lot,Yes,outdoor,Yes,No,Yes,No
$,none,,casual,No,,,,,,Yes,
$$,none,,casual,No,,,,No,,No,
$,none,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$$,full_bar,,,,,,yes,No,,Yes,
$$,full_bar,average,casual,No,,Yes,,No,,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,,casual,,,Yes,,No,,Yes,
$$,full_bar,quiet,casual,Yes,lot,No,,No,,Yes,
$$,none,,,,,,,,,,
$$,beer_and_wine,average,casual,No,lot,,,No,Yes,Yes,
$$,none,average,casual,No,,No,,Yes,No,Yes,
$$,full_bar,loud,casual,,,Yes,outdoor,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,quiet,casual,No,,Yes,,No,,Yes,
$$,none,average,casual,No,lot,No,,Yes,No,No,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,,casual,No,,Yes,,No,,No,
$,none,,casual,No,,No,,Yes,,Yes,
$$,none,,casual,No,,No,,No,,Yes,
$,none,average,casual,No,lot,No,,Yes,No,No,Yes
$,none,quiet,casual,No,,No,,No,Yes,Yes,
$,none,quiet,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,No
$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,average,dressy,,street,,outdoor,Yes,,Yes,
$$,beer_and_wine,average,casual,No,street,Yes,,Yes,,Yes,Yes
$,none,average,casual,No,,No,,Yes,No,Yes,
$$,none,,,,,,,Yes,,,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$$,none,,,,,,,,,,
$,none,,casual,No,,,,No,,No,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$,full_bar,loud,casual,No,lot,No,no,No,Yes,Yes,
$,none,average,casual,No,,Yes,,No,No,Yes,
$,none,average,casual,Yes,lot,Yes,,No,No,Yes,
$,none,,casual,,,No,,,,,
$,none,average,casual,No,,No,,No,,Yes,
$,none,,,,lot,Yes,,No,,,
$,full_bar,loud,,,,Yes,no,No,,Yes,
$$,full_bar,loud,,,valet,,yes,No,,Yes,
$$,beer_and_wine,average,casual,No,garage,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,valet,Yes,,Yes,Yes,Yes,
$$$,full_bar,average,dressy,Yes,lot,Yes,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,none,,,,garage,Yes,,,,,
$,none,,,,lot,,,,,,
$$,beer_and_wine,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$$$,full_bar,average,casual,No,street,No,no,Yes,No,Yes,
$,none,average,casual,No,,No,,No,,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,quiet,casual,Yes,,Yes,,No,,No,
$$,full_bar,average,casual,No,lot,No,,No,Yes,Yes,
$$$$,full_bar,average,casual,No,street,Yes,,No,No,Yes,
$,beer_and_wine,average,casual,No,lot,No,,No,Yes,Yes,Yes
$$,full_bar,loud,casual,No,lot,Yes,,Yes,,Yes,Yes
$$$,full_bar,very_loud,dressy,No,valet,Yes,yes,No,No,Yes,
$$,full_bar,average,casual,No,street,Yes,no,Yes,No,Yes,
$,none,,,,lot,,,Yes,,,
$,none,,,,,,,,,,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$,none,,,,,No,,,,,
$$,full_bar,average,,No,lot,,outdoor,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,,No,Yes,No,Yes
$$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,Yes,Yes,No,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,none,quiet,casual,No,lot,Yes,,No,,No,
$$$,full_bar,average,dressy,No,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,garage,Yes,no,Yes,Yes,Yes,
$,none,quiet,casual,Yes,,Yes,,No,Yes,Yes,
$$,beer_and_wine,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$,none,,casual,No,,No,,No,,Yes,Yes
$$,full_bar,average,,,,,,Yes,,Yes,
$,none,quiet,casual,No,lot,Yes,,Yes,Yes,Yes,
$,full_bar,average,casual,No,lot,Yes,yes,No,No,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,Yes
$,none,,,No,lot,,,,,,
$$,full_bar,average,casual,No,valet,No,,Yes,Yes,Yes,
$$,beer_and_wine,quiet,casual,No,street,Yes,,Yes,,Yes,No
$$,full_bar,average,casual,No,lot,Yes,,Yes,,Yes,Yes
$$,beer_and_wine,average,casual,Yes,lot,No,,No,Yes,Yes,
$,none,quiet,casual,No,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,,Yes,,Yes,No,Yes,
$,none,,,,,,,No,,Yes,
$,none,quiet,casual,No,,No,,No,,No,
$$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,lot,Yes,no,No,Yes,Yes,
$$,none,average,casual,No,lot,,,No,No,Yes,
$$$,none,,,,,,,,,,
$$,none,,casual,No,,Yes,,Yes,Yes,No,
$,none,very_loud,casual,Yes,,,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$$,full_bar,,casual,No,,Yes,,Yes,,No,
$,beer_and_wine,quiet,casual,No,street,No,,No,No,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,,casual,No,lot,Yes,,No,,Yes,
$$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,garage,Yes,,Yes,No,Yes,No
$$,none,,casual,,street,Yes,,No,Yes,Yes,
$$,none,average,casual,Yes,,,,No,,Yes,
$,none,,,,street,,,,,,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,lot,,,No,No,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,
$$,none,average,casual,No,lot,Yes,,Yes,No,Yes,Yes
$$,full_bar,average,casual,No,street,No,no,Yes,No,Yes,
$$$,none,,,,lot,,,No,,,
$$,none,,,,lot,No,,Yes,,,
$$,full_bar,very_loud,,,garage,,yes,No,,Yes,
$$$,full_bar,average,casual,No,lot,Yes,,No,,Yes,
$,full_bar,average,casual,No,lot,No,yes,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,yes,No,Yes,Yes,
$$,none,,,,street,,,No,,,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,,Yes,,No,Yes,Yes,
$$,full_bar,average,casual,No,,Yes,,Yes,No,Yes,Yes
$$,full_bar,average,,,lot,,yes,No,,Yes,
$$,none,,,,lot,,,,,,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,,casual,No,,,,Yes,,Yes,
$,none,average,casual,Yes,,No,,Yes,,No,
$$$,full_bar,quiet,casual,No,lot,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,valet,Yes,,No,No,Yes,
$,none,,,,lot,,,,,,
$,none,,,,street,,,,,,
$$,none,average,casual,No,lot,No,,No,Yes,Yes,
$,none,average,casual,Yes,lot,No,outdoor,Yes,Yes,Yes,
$,none,average,casual,No,,No,,No,,No,No
$,none,average,casual,No,lot,Yes,,No,,Yes,
$$,none,,,,lot,,,Yes,,,
$,none,quiet,casual,No,,Yes,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,Yes,Yes,No
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$$,full_bar,average,casual,No,street,Yes,outdoor,Yes,Yes,Yes,
$$$,full_bar,average,casual,No,street,Yes,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$$,none,average,casual,No,street,Yes,,No,Yes,Yes,
$$,none,,casual,No,,,,No,,Yes,
$$,full_bar,average,casual,No,lot,No,,No,,Yes,
$$,full_bar,loud,,,garage,,yes,Yes,,Yes,
$$,none,average,casual,No,lot,,,No,Yes,Yes,
$$,beer_and_wine,average,casual,No,street,Yes,,Yes,,Yes,
$,beer_and_wine,average,casual,Yes,street,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,,No,,Yes,Yes,Yes,
$$,none,,,,lot,,,Yes,,,
$$,none,average,casual,,,No,,No,,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,Yes,No,
$$,none,,,No,,,,No,,Yes,
$,beer_and_wine,quiet,casual,No,street,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,no,No,Yes,Yes,
$,none,average,casual,Yes,lot,No,,No,Yes,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,Yes,No,Yes,
$,beer_and_wine,loud,casual,No,,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,yes,No,Yes,Yes,
$$,full_bar,quiet,casual,No,lot,No,,No,Yes,Yes,
$,none,,casual,No,,No,,Yes,Yes,Yes,
$,none,loud,casual,No,,Yes,,No,,Yes,
$$,full_bar,very_loud,,,street,,yes,Yes,,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,,,,,,,,,,
$,beer_and_wine,average,casual,No,street,No,,Yes,No,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,,No,,Yes,Yes,Yes,
$$,full_bar,loud,casual,No,garage,Yes,outdoor,Yes,No,Yes,
$$,none,,,,,,,,,,
$$,full_bar,average,casual,No,lot,,,Yes,Yes,Yes,Yes
$$,full_bar,average,casual,No,garage,,,No,No,Yes,
$,full_bar,average,,,lot,,outdoor,No,,Yes,
$,none,,,,lot,,,,,,
$$$,full_bar,,dressy,No,,Yes,,No,,Yes,
$$,none,,casual,No,,,,No,,No,
$$,none,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,none,quiet,casual,Yes,lot,No,,Yes,Yes,Yes,
$,beer_and_wine,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,very_loud,casual,Yes,,Yes,,No,,No,
$$,beer_and_wine,quiet,casual,Yes,,Yes,,No,Yes,Yes,
$$,none,average,casual,No,,Yes,,No,,Yes,
$$,none,,,,,No,,,,,
$$,full_bar,average,casual,No,street,Yes,,Yes,Yes,Yes,No
$$,none,average,casual,No,,,,No,,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,,Yes,No,Yes,
$,none,average,casual,Yes,lot,No,,Yes,Yes,No,
$$,none,quiet,casual,No,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,lot,,,Yes,Yes,Yes,
$$$,none,,,,street,,,,,,
$$,none,,,,lot,,,,,,
$$,none,average,casual,Yes,garage,,,Yes,,Yes,
$,none,quiet,casual,Yes,lot,No,,No,No,Yes,
$,none,average,casual,Yes,,,,No,Yes,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,,,,street,,,,,,
$,none,,,,,,,,,,
$,none,,,,garage,,,,,,
$$,none,,,,,,,,,,
$$,none,,,,street,,,,No,,
$,none,very_loud,casual,No,garage,,,No,Yes,Yes,
$$,full_bar,quiet,casual,No,valet,Yes,outdoor,Yes,No,Yes,
$$,none,loud,casual,No,lot,No,,No,No,Yes,
$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,average,casual,No,lot,No,,No,Yes,Yes,
$,none,average,casual,No,street,,,No,,No,
$,none,quiet,casual,No,lot,No,,No,Yes,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$$,none,quiet,,,lot,Yes,no,No,,Yes,
$$,beer_and_wine,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,Yes
$$,full_bar,quiet,casual,No,lot,Yes,yes,Yes,Yes,Yes,
$$,full_bar,very_loud,casual,No,street,Yes,outdoor,No,,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,,Yes,
$,full_bar,average,casual,No,lot,No,,No,No,Yes,
$$,none,,,No,street,,,,,,
$,none,,casual,No,,,,No,,Yes,
$$,full_bar,loud,casual,No,lot,Yes,,Yes,No,Yes,
$,none,very_loud,casual,No,,Yes,,No,No,No,
$$,full_bar,average,casual,No,lot,Yes,yes,No,No,Yes,
$$,none,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$$,none,loud,casual,No,,,,No,,Yes,
$$,none,,,,lot,,,No,,,
$,none,quiet,casual,No,lot,Yes,,Yes,No,Yes,
$,none,,casual,No,lot,,,No,,Yes,Yes
$$,full_bar,average,casual,No,street,Yes,outdoor,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,no,Yes,Yes,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,,No,,No,,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,Yes
$$,none,,,,,,,Yes,,,
$,none,,casual,No,,No,,No,,Yes,
$$,none,average,casual,No,lot,No,,Yes,,Yes,
$$$,full_bar,average,dressy,No,garage,Yes,,No,Yes,Yes,No
$$,full_bar,average,casual,No,lot,No,,Yes,No,Yes,
$,full_bar,quiet,casual,No,lot,,,No,,Yes,
$,none,,casual,No,,No,,No,No,Yes,
$$$$,full_bar,quiet,dressy,Yes,lot,Yes,,Yes,,Yes,No
$$,beer_and_wine,quiet,casual,No,,Yes,,No,No,Yes,
$,none,quiet,casual,Yes,,Yes,,No,Yes,Yes,
$$,none,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$,full_bar,quiet,casual,No,,Yes,,No,No,No,
$$,none,,,,,,,,,,
$$,full_bar,average,casual,Yes,,Yes,,No,,Yes,
$$,full_bar,average,casual,No,garage,Yes,,Yes,No,Yes,Yes
$$,none,average,casual,No,,Yes,,No,Yes,Yes,
$$,none,,,,lot,,,,,,
$,none,,casual,No,lot,Yes,,Yes,,Yes,
$,none,,casual,No,,,,,,Yes,Yes
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,No,,No,Yes,Yes,
$,none,quiet,casual,No,,Yes,,Yes,,Yes,
$$,none,average,,,lot,,yes,No,,Yes,
$$,full_bar,loud,casual,No,lot,,,Yes,,Yes,
$$,full_bar,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$$,none,,,Yes,,,,,,,
$,none,average,casual,No,lot,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,,Yes,No
$,beer_and_wine,average,casual,No,,No,,Yes,Yes,Yes,
$,full_bar,average,casual,No,street,Yes,,Yes,No,Yes,
$,none,average,casual,No,street,,,No,No,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,,No,Yes,Yes,
$,none,,,,lot,,,Yes,,,
$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,full_bar,average,,,,,yes,No,,Yes,
$$,full_bar,loud,dressy,No,street,Yes,no,Yes,No,Yes,No
$$,none,,,,street,,,,,,
$$,none,,,,lot,,,Yes,,,
$$,beer_and_wine,average,casual,No,lot,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,Yes
$$,full_bar,average,casual,No,street,Yes,outdoor,Yes,No,Yes,
$,full_bar,average,casual,No,garage,Yes,outdoor,Yes,Yes,Yes,
$$,none,,,,lot,Yes,,,,,
$$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,full_bar,loud,casual,No,street,No,outdoor,Yes,Yes,Yes,
$$,none,average,casual,Yes,,Yes,,No,No,No,
$,none,average,casual,No,,,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,no,Yes,,Yes,
$,none,average,casual,Yes,,Yes,,Yes,,Yes,
$$,none,average,casual,Yes,,Yes,,No,No,Yes,
$,none,,casual,No,,,,Yes,,Yes,
$,none,quiet,casual,Yes,lot,No,,Yes,Yes,No,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,No,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,average,casual,No,street,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,Yes,lot,No,,Yes,,Yes,
$$,none,,,,,,,,,,
$,none,average,casual,No,street,Yes,,No,No,Yes,Yes
$$,none,quiet,casual,No,lot,Yes,,Yes,Yes,No,
$$,full_bar,loud,casual,No,garage,Yes,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,none,,,,street,,,Yes,,,
$,none,,,No,lot,,,,,,
$,none,quiet,casual,No,,,,No,,Yes,
$,full_bar,average,casual,No,lot,,,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,,Yes,,No,,Yes,
$$,none,,casual,No,,,,,No,,
$$,none,,,,street,,,,,,
$$,none,loud,casual,No,,,,No,,Yes,
$$,none,,,,,Yes,,,,,
$,none,quiet,casual,No,street,Yes,,Yes,No,Yes,
$,none,,,,,,,,,,
$,none,,,No,street,,,,,,
$,none,,casual,No,,,,No,,Yes,
$$,none,quiet,casual,No,lot,,,No,Yes,Yes,
$$,none,average,casual,No,street,Yes,,Yes,Yes,No,
$,none,quiet,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,none,,casual,No,lot,,,Yes,,Yes,
$,full_bar,very_loud,,,lot,Yes,outdoor,No,,Yes,
$,none,,,,lot,,,,,,
$$,none,average,casual,No,,No,,Yes,No,Yes,
$,none,average,casual,,,No,,Yes,No,No,
$,none,,,,street,,,,,,
$,none,,,,,,,,,,
$$,full_bar,loud,casual,No,lot,Yes,no,No,Yes,Yes,
$$,full_bar,loud,casual,No,lot,Yes,no,No,,Yes,
$$,none,average,casual,No,,,,Yes,,Yes,
$,full_bar,loud,casual,No,,Yes,,No,No,Yes,
$,none,loud,casual,No,garage,Yes,,No,,Yes,
$,none,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,No,Yes,Yes
$,beer_and_wine,average,casual,No,,Yes,,No,,Yes,
$$,beer_and_wine,,casual,No,lot,Yes,,No,No,No,
$$,none,average,casual,No,lot,No,,Yes,No,Yes,Yes
$$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$,none,average,casual,No,street,Yes,,No,Yes,Yes,Yes
$$,full_bar,average,casual,No,lot,Yes,,No,No,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,,,,lot,,,,,,
$$,none,,,,lot,,,,,,
$$,full_bar,loud,casual,No,street,Yes,outdoor,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,no,Yes,No,Yes,
$,beer_and_wine,,casual,Yes,lot,No,,Yes,,Yes,
$$,none,quiet,casual,No,,,,Yes,,Yes,
$$,none,,,,lot,,,,,,
$$,none,,,Yes,lot,,,,,,
$,none,,,,street,,,,,,
$$,none,,,,,No,,,,,
$,full_bar,quiet,casual,No,lot,Yes,yes,Yes,Yes,Yes,
$$,full_bar,loud,casual,No,garage,Yes,no,Yes,No,Yes,
$,none,average,casual,Yes,street,No,,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,Yes,Yes,
$,full_bar,loud,,,lot,No,outdoor,Yes,,Yes,
$,none,average,casual,No,,Yes,,Yes,,No,
$,none,quiet,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,none,average,casual,No,lot,No,,No,Yes,Yes,
$,none,average,casual,No,,Yes,,No,No,Yes,
$,none,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,full_bar,quiet,dressy,No,valet,Yes,,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,No,
$,full_bar,very_loud,,,lot,Yes,yes,No,,Yes,
$,none,,casual,No,,No,,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,,Yes,
$,none,,casual,Yes,street,No,,No,,Yes,
$$,full_bar,average,,,street,,yes,Yes,,Yes,
$$,full_bar,very_loud,casual,No,,Yes,outdoor,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,loud,casual,No,lot,No,,No,No,Yes,
$$,none,,,,lot,,,,,,
$,full_bar,,,,lot,,no,No,,No,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,average,casual,No,,Yes,,No,Yes,Yes,
$$,none,average,casual,,,,,No,,Yes,
$,none,,,,lot,,,,,,
$,none,,,,lot,,,,,,
$$,none,average,casual,,,,,Yes,,Yes,
$$,none,average,casual,Yes,,No,,No,,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,
$$,none,,,,,,,,,,
$,none,average,casual,No,,Yes,,No,,Yes,
$,none,average,casual,No,garage,No,,No,Yes,Yes,
$$,full_bar,loud,casual,No,street,Yes,,No,Yes,Yes,
$$,full_bar,average,dressy,No,street,Yes,no,No,No,Yes,
$$,none,,casual,No,,Yes,,No,,Yes,
$,none,quiet,casual,No,lot,No,,No,Yes,Yes,
$,none,,,,lot,,,,,,
$$,none,,,,street,,,,,,
$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,No,Yes,No
$,none,quiet,casual,No,,,,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,none,quiet,casual,No,lot,,,,Yes,No,
$$,full_bar,loud,casual,No,street,Yes,outdoor,Yes,Yes,Yes,
$$,full_bar,very_loud,casual,No,lot,Yes,,No,No,Yes,
$,none,,casual,No,lot,No,,No,,Yes,
$$,none,average,casual,No,,No,,No,No,Yes,
$,none,loud,casual,No,,No,,No,No,Yes,
$$,none,average,casual,No,lot,No,,No,,No,
$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,loud,casual,No,street,Yes,,No,No,No,
$,full_bar,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,average,casual,Yes,,Yes,,No,Yes,No,
$$,none,average,casual,No,street,Yes,,Yes,No,Yes,
$$,none,quiet,casual,Yes,,Yes,,No,No,Yes,
$$,none,quiet,casual,Yes,lot,No,,,,Yes,
$,full_bar,average,casual,No,lot,Yes,yes,No,No,Yes,
$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,No,Yes
$,none,average,casual,No,,Yes,,No,Yes,Yes,
$$,full_bar,quiet,casual,No,lot,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,garage,Yes,,No,No,Yes,
$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,Yes
$,none,,,,lot,,,,,,
$$,none,,,,,,,,,,
$,full_bar,average,casual,No,lot,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,,No,,,,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,No,No,No,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,full_bar,very_loud,casual,No,lot,Yes,yes,Yes,No,Yes,
$,full_bar,quiet,casual,No,lot,Yes,,Yes,No,Yes,
$,none,average,casual,No,,,,No,,Yes,
$$,none,,,,lot,No,,,,,
$,none,average,casual,No,lot,No,,No,Yes,Yes,
$,none,,,,garage,,,,,,
$$,full_bar,quiet,casual,No,street,No,,No,No,Yes,
$$,none,average,casual,No,street,Yes,,No,No,Yes,
$$,full_bar,average,,,,Yes,yes,No,,Yes,
$$$,none,average,casual,,,No,,No,,No,
$$,beer_and_wine,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,,,,lot,,,,,,
$$$,none,,casual,Yes,lot,No,,Yes,Yes,Yes,
$,full_bar,average,casual,No,street,Yes,outdoor,Yes,Yes,Yes,
$$$,full_bar,average,dressy,No,garage,Yes,,Yes,Yes,Yes,No
$,none,,casual,No,,No,,Yes,,Yes,
$,full_bar,average,casual,Yes,lot,Yes,,No,Yes,Yes,Yes
$,none,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$$,none,,,,,,,Yes,,,
$,none,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
